,,,053 ZOONOSIS-RABIA PERSONAS AGREDIDAS,188 PREVENCIÓN Y CONTROL DE RABIA ANIMALES VACUNADOS,,,,,,,189 PREVENCIÓN Y CONTROL DE RABIA ANIMALES EN CONTROL,,,190 PREVENCIÓN Y CONTROL DE RABIA ANIMALES ESTERILIZADOS,,,,,,,,,,,,,,,,,,,,,,,,,Grand Total
,,,,RAV09 PERRO AUTORIDAD LOCAL,RAV10 PERRO GRUPOS DE LA COMUNIDAD,RAV14 GATO AUTORIDAD LOCAL,RAV15 GATO GRUPOS DE LA COMUNIDAD,RAV16 PERRO SSA,RAV17 GATO SSA,Total,RAE03 CENTRO DE ATENCIÓN CANINA,RAE04 AUTORIDAD LOCAL,Total,RAM21 PERRO MACHO MENOR DE UN AÑO SSA,RAM22 PERRO MACHO MENOR DE UN AÑO AUTORIDAD LOCAL,RAM23 PERRO MACHO MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM24 PERRO MACHO UN AÑO Y MÁS SSA,RAM25 PERRO MACHO UN AÑO Y MÁS AUTORIDAD LOCAL,RAM26 PERRO MACHO UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,RAM27 PERRO HEMBRA MENOR DE UN AÑO SSA,RAM28 PERRO HEMBRA MENOR DE UN AÑO AUTORIDAD LOCAL,RAM29 PERRO HEMBRA MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM30 PERRO HEMBRA UN AÑO Y MÁS SSA,RAM31 PERRO HEMBRA UN AÑO Y MÁS AUTORIDAD LOCAL,RAM32 PERRO HEMBRA UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,RAM33 GATO MACHO MENOR DE UN AÑO SSA,RAM34 GATO MACHO MENOR DE UN AÑO AUTORIDAD LOCAL,RAM35 GATO MACHO MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM36 GATO MACHO UN AÑO Y MÁS SSA,RAM37 GATO MACHO UN AÑO Y MÁS AUTORIDAD LOCAL,RAM38 GATO MACHO UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,RAM39 GATO HEMBRA MENOR DE UN AÑO SSA,RAM40 GATO HEMBRA MENOR DE UN AÑO AUTORIDAD LOCAL,RAM41 GATO HEMBRA MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM42 GATO HEMBRA UN AÑO Y MÁS SSA,RAM43 GATO HEMBRA UN AÑO Y MÁS AUTORIDAD LOCAL,RAM44 GATO HEMBRA UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,Total,
Entidad,Jurisdicción,Municipio,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
,,Total,472,,,,,66325,7636,73961,,486,486,74,22,,178,63,,288,93,,803,180,,96,39,,127,33,,255,84,,294,88,,2717,77636
,5  TOLUCA,5   ALMOLOYA DE JUÁREZ,58,116,,70,,44213,4926,49325,,29,29,6,138,,15,176,,33,168,,78,417,,6,129,,4,142,,19,167,,25,174,,1697,51109
,,54  METEPEC,5,779,,192,,19449,2305,22725,,552,552,18,150,,34,321,,51,387,,90,664,,47,251,,28,160,,60,404,,61,316,,3042,26324
,,106 TOLUCA,374,5591,,3166,,111157,20310,140224,,1858,1858,123,1364,,332,2574,,404,3145,,1009,5902,,187,1727,,191,1100,,377,2944,,458,2307,,24144,166600
,,118 ZINACANTEPEC,7,3103,,545,,28499,5166,37313,,998,998,19,78,,53,233,,82,226,,205,625,,30,107,,22,125,,64,266,,94,318,,2547,40865
,,Total,444,9589,,3973,,203318,32707,249587,,3437,3437,166,1730,,434,3304,,570,3926,,1382,7608,,270,2214,,245,1527,,520,3781,,638,3115,,31430,284898
,6  XONACATLÁN,37  HUIXQUILUCAN,130,,,,,29480,2865,32345,,135,135,29,,,81,,,98,,,333,,1,44,,,43,,,137,,,85,,,851,33461
,,51  LERMA,98,,,,,21636,2900,24536,,109,109,18,16,,53,28,,98,39,,253,76,,19,14,,25,11,,58,25,,77,46,,856,25599
,,62  OCOYOACAC,31,,,,,11039,1321,12360,,239,239,20,,,68,,,162,,,228,,,45,,,35,,,116,,,115,,,789,13419
,,67  OTZOLOTEPEC,50,,,,,16373,2307,18680,,126,126,10,,,39,,,109,,,227,,,27,,,15,,,52,,,70,,,549,19405
,,76  SAN MATEO ATENCO,48,,,,,12298,1322,13620,,107,107,25,,,52,,,104,,,164,,,46,,,27,,,92,,,57,,,567,14342
,,87  TEMOAYA,60,,,,,19789,2311,22100,,139,139,21,,,61,,,147,,,344,,,12,,,24,,,70,,,88,,,767,23066
,,115 XONACATLÁN,44,,,,,11018,1872,12890,,147,147,7,,,27,,,90,,,177,,,20,,,18,,,85,,,63,,,487,13568
,,Total,461,,,,,121633,14898,136531,,1002,1002,130,16,,381,28,,808,39,,1726,76,1,213,14,,187,11,,610,25,,555,46,,4866,142860
,7  TEJUPILCO,8   AMATEPEC,2,,,,,10822,2736,13558,,39,39,105,,,42,,,186,,,163,,,18,,,14,,,47,,,42,,,617,14216
,,77  SAN SIMÓN DE GUERRERO,12,,,,,2808,556,3364,,9,9,39,,,10,,,42,,,47,,,5,,,2,,,9,,,5,,,159,3544
,,82  TEJUPILCO,138,,,,,18191,4152,22343,,60,60,154,3,,92,,,257,5,,286,,,82,1,,33,,,126,3,,97,,,1139,23680
,,86  TEMASCALTEPEC,14,,,,,11963,2858,14821,,48,48,120,,,90,,,201,,,244,,,33,,,24,,,74,,,77,,,863,15746
,,105 TLATLAYA,42,,,,,11171,3614,14785,,20,20,57,,,21,,,117,,,112,,,21,,,13,,,27,,,32,,,400,15247
,,123 LUVIANOS,59,,,,,9278,2903,12181,,23,23,121,,,60,,,157,,,167,,,36,,,14,,,74,,,47,,,676,12939
,,Total,267,,,,,64233,16819,81052,,199,199,596,3,,315,,,960,5,,1019,,,195,1,,100,,,357,3,,300,,,3854,85372
,8  TENANCINGO,4   ALMOLOYA DE ALQUISIRAS,14,,,,,4393,804,5197,,9,9,,,,1,,,23,,,40,,,,,,,,,9,,,7,,,80,5300
,,21  COATEPEC HARINAS,2,,,,,9339,1115,10454,,102,102,9,2,,16,,,60,,,96,,,21,,,29,,,73,,,68,,,374,10932
,,40  IXTAPAN DE LA SAL,13,,85,,,6476,647,7208,,73,73,5,,,6,,,46,,,101,,,9,,,18,,,43,,,59,,,287,7581
,,52  MALINALCO,28,,,,,5764,987,6751,,108,108,14,,,51,,,52,,,120,,,15,,,40,,,45,,,70,,,407,7294
,,63  OCUILAN,20,,,,,7300,1370,8670,,189,189,30,,,64,,,68,,,180,,,24,,,31,,,70,,,49,,,516,9395
,,80  SULTEPEC,7,,,,,12209,1011,13220,,40,40,3,,,26,,,15,,,47,,,2,,,16,,,14,,,26,,,149,13416
,,88  TENANCINGO,102,,,,,17464,2912,20376,,312,312,56,,,66,,,127,,,222,,,53,,,70,,,200,,,279,,,1073,21863
,,97  TEXCALTITLÁN,,,,,,5586,673,6259,,72,72,11,,,11,,,19,,,41,,,23,,,14,,,32,,,57,,,208,6539
,,107 TONATICO,25,,,,,2402,258,2660,,71,71,4,,,21,,,62,,,99,,,7,,,10,,,28,,,18,,,249,3005
,,113 VILLA GUERRERO,11,,,,,8835,1241,10076,,104,104,11,,,11,,,38,,,91,,,23,,,22,,,55,,,115,,,366,10557
,,117 ZACUALPAN,3,,,,,6239,832,7071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074
,,119 ZUMPAHUACÁN,20,,,,,5158,942,6100,,16,16,4,,,10,,,9,,,26,,,3,,,,,,3,,,8,,,63,6199
,,Total,245,,85,,,91165,12792,104042,,1096,1096,147,2,,283,,,519,,,1063,,,180,,,250,,,572,,,756,,,3772,109155
,9  VALLE DE BRAVO,7   AMANALCO,5,,,,,11171,1179,12350,,,,16,,,113,,,104,,,204,,,23,,,48,,,26,,,88,,,622,12977
,,32  DONATO GUERRA,9,,,,,12210,1870,14080,,,,16,,,26,,,69,,,133,,,8,,,13,,,20,,,23,,,308,14397
,,41  IXTAPAN DEL ORO,3,,,,,2029,382,2411,,,,5,,,21,,,20,,,50,,,8,,,4,,,6,,,10,,,124,2538
,,66  OTZOLOAPAN,3,,,,,1131,113,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247
,,78  SANTO TOMÁS,18,,,,,2231,380,2611,,,,1,,,4,,,3,,,16,,,6,,,,,,2,,,5,,,37,2666
,,110 VALLE DE BRAVO,58,,,,,13588,2548,16136,,,,55,,,190,,,214,,,564,,,54,,,144,,,107,,,237,,,1565,17759
,,111 VILLA DE ALLENDE,60,,,,,15529,2025,17554,,,,13,,,47,,,70,,,164,,,4,,,14,,,19,,,50,,,381,17995
,,114 VILLA VICTORIA,34,,,,,34008,4043,38051,,,,41,,,134,,,123,,,371,,,10,,,30,,,42,,,103,,,854,38939
,,116 ZACAZONAPAN,3,,,,,905,198,1103,,,,2,,,5,,,8,,,17,,,,,,,,,,,,2,,,34,1140
,,Total,193,,,,,92802,12738,105540,,,,149,,,540,,,611,,,1519,,,113,,,253,,,222,,,518,,,3925,109658
,10 ATIZAPÁN DE ZARAGOZA,13  ATIZAPÁN DE ZARAGOZA,292,2134,,206,,49358,11729,63427,301,,301,37,6,3,113,17,35,124,7,8,376,40,58,91,4,16,81,4,19,191,17,35,199,16,35,1532,65552
,,38  ISIDRO FABELA,20,,,,,3356,117,3473,,,,7,2,2,13,3,4,56,6,6,113,27,11,3,2,,4,,2,26,4,6,25,5,2,329,3822
,,60  NICOLÁS ROMERO,316,,,,,65501,10668,76169,213,,213,128,13,53,360,61,65,519,83,189,1535,205,271,160,24,45,177,20,46,610,74,120,425,95,103,5381,82079
,,Total,628,2134,,206,,118215,22514,143069,514,,514,172,21,58,486,81,104,699,96,203,2024,272,340,254,30,61,262,24,67,827,95,161,649,116,140,7242,151453
,11 CUAUTITLÁN,23  COYOTEPEC,82,89,,31,,16117,2463,18700,13,,13,27,11,,46,29,,167,67,,218,132,,48,16,,26,11,,152,48,,67,38,,1103,19898
,,24  CUAUTITLÁN,144,1072,,481,,19301,3195,24049,140,148,288,52,16,,121,31,,149,55,,296,58,,116,94,,49,33,,200,161,,85,56,,1572,26053
,,53  MELCHOR OCAMPO,252,,,,,12593,1807,14400,391,122,513,34,40,,49,45,,181,169,,207,186,,63,60,,10,31,,140,170,,50,45,,1480,16645
,,91  TEOLOYUCAN,58,,,,,23647,3933,27580,2,28,30,33,27,,78,33,,188,114,,241,157,,46,40,,14,12,,139,83,,53,36,,1294,28962
,,95  TEPOTZOTLÁN,59,,,,,24143,2936,27079,21,29,50,64,37,,109,72,,239,144,,347,198,,114,50,,26,33,,190,99,,94,40,,1856,29044
,,108 TULTEPEC,124,318,,93,,23901,3522,27834,590,370,960,47,37,,118,75,,132,112,,244,219,,77,68,,50,50,,155,144,,75,74,,1677,30595
,,109 TULTITLÁN,304,1763,,664,,85351,12626,100404,314,372,686,104,77,9,238,170,2,374,240,27,632,403,6,195,141,11,92,62,8,490,302,19,195,119,13,3929,105323
,,121 CUAUTITLÁN IZCALLI,291,3645,,946,,81542,10155,96288,372,196,568,95,100,,234,310,,350,244,,687,726,,171,197,,72,130,,344,365,,113,275,,4413,101560
,,Total,1314,6887,,2215,,286595,40637,336334,1843,1265,3108,456,345,9,993,765,2,1780,1145,27,2872,2079,6,830,666,11,339,362,8,1810,1372,19,732,683,13,17324,358080
,12 NAUCALPAN,46  JILOTZINGO,45,,,,,5868,1199,7067,,,,8,,,25,,,55,,,79,,,13,,,11,,,31,,,25,,,247,7359
,,57  NAUCALPAN DE JUÁREZ,568,797,,,,88523,17625,106945,,,,329,6,,502,50,,845,26,,1477,88,,328,22,,409,19,,864,44,,847,33,,5889,113402
,,Total,613,797,,,,94391,18824,114012,,,,337,6,,527,50,,900,26,,1556,88,,341,22,,420,19,,895,44,,872,33,,6136,120761
,13 TEOTIHUACÁN,2   ACOLMAN,101,,,,,27756,4076,31832,160,,160,14,15,,68,81,,87,107,,227,374,,38,54,,37,40,,71,151,,45,87,,1496,33589
,,16  AXAPUSCO,43,,,,,9549,971,10520,104,,104,12,,,29,,,108,,,298,,,32,,,16,,,130,,,55,,,680,11347
,,61  NOPALTEPEC,23,,,,,3614,646,4260,2,,2,,,,,,,4,,,12,,,,,,1,,,,,,3,,,20,4305
,,65  OTUMBA,58,,,,,11645,1615,13260,85,,85,22,6,,59,17,,164,39,,345,67,,43,17,,34,10,,98,41,,72,15,,1049,14452
,,75  SAN MARTÍN DE LAS PIRÁMIDES,71,344,,,,7024,644,8012,62,,62,10,9,,38,15,,73,30,,179,88,,16,5,,8,,,59,43,,33,18,,624,8769
,,84  TEMASCALAPA,37,,,,,14612,1848,16460,51,,51,15,,,54,,,96,,,223,,,44,,,78,,,103,,,56,,,669,17217
,,92  TEOTIHUACÁN,111,,,,,17929,2731,20660,51,,51,11,,,35,,,80,,,194,,,21,,,19,,,53,,,55,,,468,21290
,,Total,444,344,,,,92129,12531,105004,515,,515,84,30,,283,113,,612,176,,1478,529,,194,76,,193,50,,514,235,,319,120,,5006,110969
,14 TLALNEPANTLA,104 TLALNEPANTLA DE BAZ,638,3742,4,835,,91171,15823,111575,978,14,992,116,102,,427,319,,321,258,,912,715,,222,238,,216,150,,462,484,,377,349,,5668,118873
,,Total,638,3742,4,835,,91171,15823,111575,978,14,992,116,102,,427,319,,321,258,,912,715,,222,238,,216,150,,462,484,,377,349,,5668,118873
,15 ZUMPANGO,10  APAXCO,4,107,,,,10119,1206,11432,,,,18,,,45,,,130,,,228,,,31,,,20,,,116,,,67,,,655,12091
,,35  HUEHUETOCA,5,,,,,20421,3799,24220,,,,38,,,87,,,149,,,316,,,56,,,33,,,142,,,100,,,921,25146
,,36  HUEYPOXTLA,9,,,,,17855,2245,20100,,,,13,,,24,,,114,,,314,,,4,,,24,,,89,,,69,,,651,20760
,,44  JALTENCO,37,,,,,8030,1190,9220,,,,13,,,34,,7,52,,,201,,,35,,,24,,,49,,,62,,,477,9734
,,59  NEXTLALPAN,59,,,,,11286,1634,12920,,,,17,,,15,,,54,,,91,,,6,,,11,,,29,,,21,,,244,13223
,,81  TECÁMAC,149,152,,,,54436,10016,64604,,,,77,19,,222,56,,219,57,,666,102,,125,4,,81,30,,277,66,,220,48,,2269,67022
,,96  TEQUIXQUIAC,12,,,,,12330,2485,14815,,,,9,,,25,,,213,,,339,,,34,,,23,,,131,,,79,,,853,15680
,,120 ZUMPANGO,134,,,,,40153,6669,46822,,,,35,,,113,,,270,,,523,,,83,,,61,,,226,,,168,,,1479,48435
,,125 TONANITLA,11,,,,,3053,507,3560,,,,25,,,38,,,76,,,146,,,21,,,16,,,69,,,48,,,439,4010
,,Total,420,259,,,,177683,29751,207693,,,,245,19,,603,56,7,1277,57,,2824,102,,395,4,,293,30,,1128,66,,834,48,,7988,216101
,16 AMECAMECA,9   AMECAMECA,26,,,,,9776,1743,11519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11545
,,15  ATLAUTLA,55,,,,,8586,1454,10040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10095
,,17  AYAPANGO,,,,,,1885,496,2381,,,,2,,,10,,,26,,,73,,,7,,,4,,,17,,,11,,,150,2531
,,22  COCOTITLÁN,22,,,,,5365,215,5580,18,,18,3,,,6,,,9,,,43,,,3,,,5,,,12,,,12,,,93,5713
,,25  CHALCO,248,,,,,51464,9536,61000,250,,250,24,4,,114,27,,91,8,,311,37,,51,5,,50,8,,78,12,,96,23,,939,62437
,,34  ECATZINGO,9,,,,,3291,469,3760,38,,38,2,,,6,,,17,,,53,,,4,,,,,,15,,,15,,,112,3919
,,39  IXTAPALUCA,116,,,,,52915,8245,61160,541,,541,40,,,116,,,91,,,332,,,62,,,38,,,142,,,126,,,947,62764
,,50  JUCHITEPEC,7,,,,,9873,827,10700,114,,114,7,5,,12,14,,22,24,,62,65,,23,13,,13,15,,49,26,,29,31,,410,11231
,,68  OZUMBA,42,,,,,4579,641,5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262
,,83  TEMAMATLA,16,,,,,2073,327,2400,77,,77,1,15,,13,20,,40,31,,16,55,,4,16,,2,9,,11,27,,13,11,,284,2777
,,89  TENANGO DEL AIRE,24,,,,,4424,356,4780,60,,60,,1,,1,3,,10,21,,55,38,,7,6,,2,4,,12,12,,13,15,,200,5064
,,94  TEPETLIXPA,59,,,,,3689,771,4460,103,,103,5,3,,10,26,,32,24,,55,54,,14,3,,9,2,,37,5,,22,11,,312,4934
,,103 TLALMANALCO,46,,,,,8278,822,9100,110,,110,12,7,,27,25,,33,29,,86,79,,9,9,,7,17,,39,41,,17,27,,464,9720
,,122 VALLE DE CHALCO SOLIDARIDAD,193,,,,,71144,11356,82500,662,,662,42,7,,110,26,,92,33,,417,131,,58,24,,68,28,,159,62,,146,48,,1451,84806
,,Total,863,,,,,237342,37258,274600,1973,,1973,138,42,,425,141,,463,170,,1503,459,,242,76,,198,83,,571,185,,500,166,,5362,282798
,17 ECATEPEC,20  COACALCO DE BERRIOZÁBAL,143,2500,,500,,31742,5769,40511,129,,129,26,47,,86,195,,70,83,,208,339,,47,136,,34,91,,95,211,,85,151,,1904,42687
,,33  ECATEPEC DE MORELOS,2102,14901,,3499,,235224,35035,288659,1716,,1716,112,210,,635,730,,405,464,,1776,1460,,349,477,,379,468,,807,828,,777,808,,10685,303162
,,Total,2245,17401,,3999,,266966,40804,329170,1845,,1845,138,257,,721,925,,475,547,,1984,1799,,396,613,,413,559,,902,1039,,862,959,,12589,345849
,18 NEZAHUALCÓYOTL,58  NEZAHUALCÓYOTL,1424,2549,,,,133257,29020,164826,303,313,616,19,51,,290,142,,43,92,,703,277,,33,96,,311,93,,103,281,,898,189,,3621,170487
,,70  LA PAZ,328,2074,,,,40779,10055,52908,,275,275,12,,,127,43,5,44,3,4,499,129,,50,,,116,16,,71,,,369,90,,1578,55089
,,Total,1752,4623,,,,174036,39075,217734,303,588,891,31,51,,417,185,5,87,95,4,1202,406,,83,96,,427,109,,174,281,,1267,279,,5199,225576
,19 TEXCOCO,11  ATENCO,98,,,,,17432,3056,20488,,,,17,,,64,,,121,,,256,,,33,,,21,,,108,,,39,,,659,21245
,,28  CHIAUTLA,70,,,,,6411,1109,7520,,,,16,,,37,,,74,,,160,,,14,,,24,,,62,,,41,,,428,8018
,,29  CHICOLOAPAN,190,,,,,25344,5875,31219,,,,74,,,247,,,281,,,731,,,178,,,125,,,315,,,263,,,2214,33623
,,30  CHICONCUAC,138,,,,,4967,1173,6140,,,,15,,,33,,,78,,,122,,,30,,,21,,,72,,,47,,,418,6696
,,31  CHIMALHUACÁN,853,339,,211,,131369,30093,162012,4999,,4999,44,265,,129,949,,143,819,,321,2255,,178,542,,88,399,,400,1297,,230,1168,,9227,177091
,,69  PAPALOTLA,6,,,,,1321,135,1456,,,,20,,,22,,,54,,,94,,,7,,,11,,,32,,,22,,,262,1724
,,93  TEPETLAOXTOC,51,,,,,10515,1168,11683,,,,10,,,19,,,86,,,172,,,14,,,15,,,62,,,72,,,450,12184
,,99  TEXCOCO,400,579,,224,,56761,9219,66783,167,,167,63,27,,159,90,,344,154,,718,379,,90,75,,65,48,,240,183,,218,170,,3023,70373
,,100 TEZOYUCA,142,,,,,7782,1720,9502,,,,27,,,61,,,141,,,241,,,43,,,12,,,78,,,72,,,675,10319
,,Total,1948,918,,435,,261902,53548,316803,5166,,5166,286,292,,771,1039,,1322,973,,2815,2634,,587,617,,382,447,,1369,1480,,1004,1338,,17356,341273
,Total,,13699,48064,89,11888,,2820005,445565,3325611,17541,12773,30314,3889,3103,67,9725,7481,118,14429,8215,234,32925,18038,347,4900,4772,72,4595,3491,75,11848,9338,180,11408,7550,153,156953,3526577
16 MICHOACÁN DE OCAMPO,0  NO ESPECIFICADO,53  MORELIA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,Total,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,1  MORELIA,3   ÁLVARO OBREGÓN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,20  CUITZEO,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,50  MARAVATÍO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,53  MORELIA,553,,,,,107227,14511,121738,,,,139,31,19,408,90,33,611,71,61,1148,219,143,269,15,35,158,15,17,550,57,74,450,54,67,4734,127025
,,72  QUERÉNDARO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,88  TARÍMBARO,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
,,101 TZITZIO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,Total,602,,,,,107227,14511,121738,,,,139,31,19,408,90,33,611,71,61,1148,219,143,269,15,35,158,15,17,550,57,74,450,54,67,4734,127074
,2  ZAMORA,11  BRISEÑAS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,43  JACONA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,45  JIQUILPAN,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
,,51  MARCOS CASTELLANOS,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,62  PAJACUARÁN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,70  PURÉPERO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,76  SAHUAYO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,84  TANGAMANDAPIO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,85  TANGANCÍCUARO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,91  TINGÜINDÍN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,95  TOCUMBO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,103 VENUSTIANO CARRANZA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,104 VILLAMAR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,105 VISTA HERMOSA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,108 ZAMORA,34,,,,,70038,11665,81703,,,,109,,,168,,,90,,,212,,,42,,,77,,,65,,,143,,,906,82643
,,Total,78,,,,,70038,11665,81703,,,,109,,,168,,,90,,,212,,,42,,,77,,,65,,,143,,,906,82687
,3  ZITÁCUARO,5   ANGANGUEO,,,,,,2271,209,2480,,,,,,,6,,,8,,,25,,,3,,,6,,,10,,,7,,,65,2545
,,7   APORO,,,,,,1214,236,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450
,,17  CONTEPEC,5,,,,,7154,806,7960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7965
,,31  EPITACIO HUERTA,,,,,,4007,571,4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578
,,34  HIDALGO,117,,,,,13457,1873,15330,,,,,16,,,24,,,60,,,93,,,18,,,12,,,37,,,32,,292,15739
,,38  HUETAMO,16,,,,,5804,1266,7070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7086
,,41  IRIMBO,,,,,,2361,429,2790,,,,,2,,,5,,,12,,,15,,,5,,,1,,,6,,,9,,55,2845
,,46  JUÁREZ,,,,,,1703,378,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081
,,47  JUNGAPEO,1,,,,,4553,858,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5412
,,61  OCAMPO,4,,,,,4542,958,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504
,,77  SAN LUCAS,14,,,,,5088,772,5860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5874
,,80  SENGUIO,3,,,,,6121,940,7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7064
,,81  SUSUPUATO,,,,,,1929,370,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299
,,92  TIQUICHEO DE NICOLÁS ROMERO,1,,,,,3456,775,4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232
,,93  TLALPUJAHUA,4,,,,,8184,1076,9260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9264
,,98  TUXPAN,,,,,,6708,1022,7730,,,,4,,,9,,,35,,,44,,,3,,,,,,5,,,3,,,103,7833
,,99  TUZANTLA,,,,,,3681,949,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4630
,,112 ZITÁCUARO,95,,,,,12631,1480,14111,,,,,8,,4,42,,2,9,,5,17,,5,11,,4,11,,,10,,3,10,,141,14347
,,Total,260,,,,,94864,14968,109832,,,,4,26,,19,71,,45,81,,74,125,,11,34,,10,24,,15,53,,13,51,,656,110748
,4  PÁTZCUARO,1   ACUITZIO,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
,,9   ARIO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,16  COENEO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,32  ERONGARÍCUARO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,39  HUIRAMBA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,44  JIMÉNEZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,49  MADERO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,57  NOCUPÉTARO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,63  PANINDÍCUARO,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,66  PÁTZCUARO,74,,,,,70191,15958,86149,,69,69,,,,111,,,,,,95,,,,,,12,,,,,,23,,,241,86533
,,73  QUIROGA,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,79  SALVADOR ESCALANTE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,82  TACÁMBARO,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
,,97  TURICATO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,100 TZINTZUNTZAN,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
,,107 ZACAPU,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
,,Total,199,,,,,70191,15958,86149,,69,69,,,,111,,,,,,95,,,,,,12,,,,,,23,,,241,86658
,5  URUAPAN,21  CHARAPAN,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
,,24  CHERÁN,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,33  GABRIEL ZAMORA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,56  NAHUATZEN,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,59  NUEVO URECHO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,68  PERIBÁN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,75  LOS REYES,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
,,83  TANCÍTARO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
